,person,label,most_frequent_event,count_most_frequent_event,less_frequent_event,count_less_frequent_event,ad campaign hit,brand listing,checkout,conversion,generic listing,lead,search engine hit,searched products,staticpage,viewed product,visited site,mean_per_event
4327,4a1fdec6,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4328,a9c80230,0,viewed product,70,brand listing,2,11.0,2.0,2.0,0.0,23.0,0.0,0.0,31.0,0.0,70.0,19.0,22.571428571428573
4329,e768c319,0,brand listing,6,ad campaign hit,2,2.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0
4330,4779df51,0,viewed product,151,search engine hit,1,2.0,17.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,151.0,3.0,23.0
4331,fef78fb4,0,generic listing,4,ad campaign hit,1,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.25
4332,699c47cd,0,ad campaign hit,6,brand listing,1,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.2
4333,7105e2c0,0,viewed product,76,checkout,1,7.0,12.0,1.0,0.0,5.0,0.0,9.0,0.0,1.0,76.0,7.0,14.75
4334,028f05c4,0,viewed product,8,checkout,1,3.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,8.0,2.0,3.3333333333333335
4335,5dd6ebcf,0,viewed product,6,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.25
4336,80e69f7a,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4337,7e5c0900,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
4338,c8017cd2,1,viewed product,25,searched products,2,7.0,4.0,3.0,0.0,11.0,0.0,4.0,2.0,0.0,25.0,9.0,8.125
4339,8fc6d3da,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4340,0fd9c628,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4341,757b71de,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4342,a445ad58,0,ad campaign hit,7,checkout,1,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0
4343,11259db2,0,viewed product,10,staticpage,1,3.0,2.0,2.0,2.0,6.0,0.0,4.0,0.0,1.0,10.0,2.0,3.5555555555555554
4344,1b8217cf,0,viewed product,2,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.25
4345,eff11dd9,0,viewed product,32,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,32.0,1.0,7.8
4346,8246f12d,0,viewed product,18,checkout,1,0.0,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,18.0,1.0,5.0
4347,57a0a1ac,0,searched products,10,ad campaign hit,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,2.0,1.0,2.6666666666666665
4348,5e472db3,0,generic listing,4,brand listing,1,3.0,1.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,4.0,2.0,2.857142857142857
4349,28953e8a,0,searched products,9,brand listing,1,6.0,1.0,0.0,0.0,2.0,0.0,3.0,9.0,0.0,8.0,6.0,5.0
4350,fcac81d6,0,viewed product,36,brand listing,1,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,36.0,1.0,8.0
4351,e2a48942,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4352,91d0e044,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4353,9f9d066f,0,ad campaign hit,5,visited site,2,5.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,2.0,3.5
4354,54b5f1cb,0,viewed product,11,checkout,1,9.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,8.0,5.666666666666667
4355,4a7119be,0,viewed product,118,brand listing,1,54.0,1.0,3.0,0.0,0.0,0.0,5.0,34.0,0.0,118.0,35.0,35.714285714285715
4356,f7e0b202,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4357,e232f502,0,viewed product,70,checkout,1,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,17.0,33.75
4358,c299808f,0,viewed product,27,checkout,1,4.0,5.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,27.0,4.0,7.0
4359,242ffdbc,0,viewed product,43,search engine hit,1,28.0,5.0,6.0,2.0,8.0,0.0,1.0,10.0,0.0,43.0,18.0,13.444444444444445
4360,b145cc23,1,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4361,36b7d2c7,0,viewed product,15,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,15.0,5.0,4.714285714285714
4362,89e6ba2d,0,viewed product,5,checkout,1,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.5
4363,aee5b46d,0,viewed product,9,generic listing,2,3.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,4.8
4364,4ffb1b5c,0,viewed product,9,checkout,1,0.0,7.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,9.0,4.0,4.666666666666667
4365,7a427a3c,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4366,86144c76,0,viewed product,25,checkout,1,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,5.0,6.666666666666667
4367,e5451fe7,0,ad campaign hit,33,searched products,2,33.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,10.0,16.2
4368,6e0a46b4,0,viewed product,27,checkout,1,13.0,0.0,1.0,1.0,16.0,0.0,11.0,4.0,0.0,27.0,18.0,11.375
4369,585675a2,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4370,3b30b12c,1,viewed product,19,brand listing,1,17.0,1.0,0.0,0.0,8.0,0.0,9.0,1.0,0.0,19.0,4.0,8.428571428571429
4371,fda5818f,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4372,5c93283f,0,ad campaign hit,2,visited site,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.75
4373,c1a581ee,0,viewed product,11,ad campaign hit,1,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,11.0,1.0,2.75
4374,572b06d3,0,viewed product,60,checkout,4,32.0,30.0,4.0,0.0,10.0,0.0,4.0,10.0,0.0,60.0,10.0,20.0
4375,318330cc,0,checkout,2,ad campaign hit,1,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.1666666666666667
4376,ab9f0cea,0,viewed product,3,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.5
4377,cdfe9db1,1,viewed product,8,generic listing,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,8.0,1.0,3.5
4378,b89c4503,0,searched products,2,brand listing,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.2
4379,fbd2f1a4,0,viewed product,4,checkout,1,3.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,1.0,2.5
4380,9553187e,0,ad campaign hit,4,checkout,1,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,2.4
4381,61092467,0,viewed product,14,visited site,3,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,7.0
4382,628e3992,0,viewed product,105,ad campaign hit,1,1.0,1.0,1.0,0.0,8.0,0.0,6.0,0.0,0.0,105.0,5.0,18.142857142857142
4383,08d6fdf9,0,viewed product,92,staticpage,1,13.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,92.0,19.0,23.0
4384,dbc1b6a4,0,viewed product,4,generic listing,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.6
4385,c10682c0,0,viewed product,25,ad campaign hit,1,1.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,2.0,25.0,4.0,5.375
4386,67dc5d6a,0,checkout,4,checkout,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
4387,43482603,0,viewed product,40,search engine hit,1,4.0,13.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,40.0,5.0,8.75
4388,97b1d40e,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.5714285714285714
4389,354b505b,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4390,8e106527,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4391,9b56351c,0,viewed product,13,checkout,1,6.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,13.0,4.0,5.0
4392,cc5ef260,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4393,47dc3ed5,0,viewed product,11,brand listing,1,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,3.5
4394,1d1b36e2,0,viewed product,8,ad campaign hit,1,1.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,8.0,2.0,2.375
4395,14a322fd,0,searched products,2,checkout,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.1666666666666667
4396,a3b8b76f,0,viewed product,3,checkout,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.4
4397,a36ec27c,1,brand listing,6,ad campaign hit,1,1.0,6.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,2.7142857142857144
4398,b68e7753,0,generic listing,8,search engine hit,1,2.0,4.0,3.0,0.0,8.0,0.0,1.0,6.0,0.0,7.0,5.0,4.5
4399,f931bddd,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5
4400,f49a5f19,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4401,1f0a3e74,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4402,6d06e7d0,1,viewed product,66,generic listing,5,13.0,10.0,6.0,0.0,5.0,0.0,12.0,0.0,0.0,66.0,10.0,17.428571428571427
4403,89743a44,0,viewed product,12,searched products,2,3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,12.0,5.0,4.666666666666667
4404,cb1d7c21,0,viewed product,24,checkout,1,2.0,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,24.0,1.0,5.142857142857143
4405,757e4b9f,0,viewed product,4,checkout,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.5
4406,98fc07f8,0,viewed product,5,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.75
4407,1dc69473,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.4
4408,5b2c78ec,0,viewed product,19,checkout,1,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,7.6
4409,5d72499f,0,viewed product,46,ad campaign hit,1,1.0,7.0,3.0,0.0,30.0,0.0,22.0,0.0,0.0,46.0,4.0,16.142857142857142
4410,e576cb6b,0,viewed product,6,checkout,1,3.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,2.0,2.6666666666666665
4411,fa112bcd,0,ad campaign hit,4,checkout,1,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,2.6
4412,aee33541,0,ad campaign hit,6,checkout,1,6.0,2.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,6.0,2.0,3.4285714285714284
4413,7cbcd096,0,viewed product,148,brand listing,1,27.0,1.0,6.0,3.0,27.0,0.0,27.0,46.0,5.0,148.0,23.0,31.3
4414,e67d246f,0,viewed product,34,conversion,1,22.0,8.0,4.0,1.0,19.0,0.0,0.0,3.0,0.0,34.0,3.0,11.75
4415,7ed411cf,0,viewed product,4,visited site,1,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,2.4
4416,6e70a947,0,generic listing,14,conversion,1,5.0,0.0,2.0,1.0,14.0,0.0,5.0,9.0,5.0,6.0,13.0,6.666666666666667
4417,18e93fd5,0,viewed product,4,checkout,1,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,4.0,2.0,2.142857142857143
4418,5ae690cc,0,viewed product,23,brand listing,1,5.0,1.0,1.0,0.0,6.0,0.0,0.0,13.0,1.0,23.0,5.0,6.875
4419,ed89ea1b,0,viewed product,7,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,2.0,2.3333333333333335
4420,10dba738,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
4421,7b914afe,0,viewed product,141,brand listing,1,0.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,141.0,31.0,37.2
4422,522b7b3f,0,viewed product,14,checkout,1,4.0,0.0,1.0,0.0,5.0,0.0,7.0,0.0,0.0,14.0,2.0,5.5
4423,3aceadfc,0,viewed product,15,generic listing,1,4.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,15.0,2.0,4.666666666666667
4424,7bce81a3,0,viewed product,6,ad campaign hit,1,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,2.4
4425,0b6362c8,0,viewed product,49,ad campaign hit,1,1.0,1.0,1.0,0.0,4.0,0.0,1.0,6.0,0.0,49.0,5.0,8.5
4426,d46e8608,0,viewed product,13,checkout,1,0.0,9.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,13.0,3.0,6.333333333333333
4427,21ce1c9b,0,viewed product,11,generic listing,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,1.0,4.333333333333333
4428,20f58ed2,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4429,ff69ad22,0,searched products,6,brand listing,1,4.0,1.0,1.0,0.0,1.0,0.0,4.0,6.0,0.0,6.0,3.0,3.25
4430,40cd7ab5,0,viewed product,19,checkout,1,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,3.0,5.5
4431,e37b0911,0,brand listing,34,checkout,1,2.0,34.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,5.0,11.0
4432,dd3dc0f5,0,viewed product,28,checkout,1,4.0,14.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,28.0,2.0,8.142857142857142
4433,a79e6888,0,ad campaign hit,4,search engine hit,1,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.6666666666666665
4434,683f91a2,0,viewed product,290,ad campaign hit,2,2.0,36.0,7.0,2.0,105.0,0.0,11.0,0.0,3.0,290.0,91.0,60.77777777777778
4435,e1c9c3c7,0,ad campaign hit,3,visited site,1,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.25
4436,ad496c43,0,viewed product,9,ad campaign hit,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,3.75
4437,16a251ff,0,generic listing,20,brand listing,1,0.0,1.0,2.0,0.0,20.0,0.0,9.0,6.0,0.0,3.0,10.0,7.285714285714286
4438,52897045,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4439,6c6585ad,0,viewed product,13,checkout,1,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,3.8333333333333335
4440,a064cda4,0,viewed product,3,checkout,1,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,1.7142857142857142
4441,f0a9b422,0,viewed product,16,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,1.0,3.5
4442,44c3ff05,0,viewed product,55,checkout,1,40.0,9.0,1.0,2.0,13.0,0.0,6.0,13.0,0.0,55.0,13.0,16.88888888888889
4443,02aaf943,0,ad campaign hit,3,visited site,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.6666666666666665
4444,51670cac,0,viewed product,15,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,3.3333333333333335
4445,d728ea7a,0,viewed product,54,checkout,1,19.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,54.0,8.0,16.0
4446,edda04ed,0,searched products,5,ad campaign hit,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.6666666666666667
4447,03c2b5c1,0,viewed product,183,lead,2,31.0,18.0,9.0,3.0,18.0,2.0,21.0,16.0,0.0,183.0,24.0,32.5
4448,c7e3d311,0,viewed product,12,checkout,1,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1.0,3.3333333333333335
4449,54d29a63,0,viewed product,34,checkout,1,6.0,2.0,1.0,0.0,21.0,0.0,24.0,31.0,0.0,34.0,11.0,16.25
4450,a2cb002b,0,ad campaign hit,2,search engine hit,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.75
4451,27d9f51b,0,viewed product,9,ad campaign hit,1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,4.25
4452,3ce7f009,0,viewed product,4,ad campaign hit,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.8333333333333333
4453,7e1719f2,0,ad campaign hit,3,visited site,2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.6666666666666665
4454,626d4d91,0,searched products,7,checkout,1,3.0,0.0,1.0,0.0,4.0,0.0,3.0,7.0,0.0,7.0,5.0,4.285714285714286
4455,928ecb2c,1,ad campaign hit,14,brand listing,1,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,8.2
4456,c726c306,0,viewed product,15,ad campaign hit,1,1.0,5.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,15.0,3.0,4.0
4457,6d3d5d5c,0,ad campaign hit,5,visited site,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.3333333333333335
4458,c6bdfde4,1,viewed product,47,lead,1,16.0,31.0,4.0,0.0,4.0,1.0,5.0,0.0,2.0,47.0,7.0,13.0
4459,101f783a,0,viewed product,14,checkout,1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,5.5
4460,fb0c8c4e,0,generic listing,22,brand listing,1,17.0,1.0,1.0,4.0,22.0,0.0,10.0,17.0,1.0,22.0,19.0,11.4
4461,4cba60de,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4462,12c99e0c,1,viewed product,2,ad campaign hit,1,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.2
4463,209d0d12,0,viewed product,31,checkout,1,5.0,0.0,1.0,0.0,5.0,0.0,7.0,23.0,0.0,31.0,5.0,11.0
4464,723b03b9,0,ad campaign hit,3,searched products,1,3.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.8333333333333333
4465,de1da9e0,0,viewed product,6,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,2.4
4466,aefa4132,0,viewed product,22,ad campaign hit,1,1.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0,1.0,22.0,1.0,5.142857142857143
4467,744c1c10,0,viewed product,40,brand listing,1,6.0,1.0,1.0,0.0,6.0,0.0,8.0,0.0,1.0,40.0,7.0,8.75
4468,1e0d9fa0,1,viewed product,38,search engine hit,2,0.0,19.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,38.0,2.0,11.333333333333334
4469,b1bd9401,0,visited site,27,conversion,1,5.0,0.0,2.0,1.0,9.0,0.0,10.0,0.0,3.0,12.0,27.0,8.625
4470,61b62cfe,0,viewed product,4,checkout,1,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,1.6666666666666667
4471,0d2c649f,0,brand listing,9,checkout,1,7.0,9.0,1.0,0.0,7.0,0.0,7.0,0.0,0.0,3.0,1.0,5.0
4472,e9e0816e,0,ad campaign hit,6,search engine hit,1,6.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,3.142857142857143
4473,669d7908,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4474,6d2890d5,0,viewed product,91,searched products,1,53.0,43.0,2.0,0.0,12.0,0.0,45.0,1.0,0.0,91.0,20.0,33.375
4475,cd56fe87,0,ad campaign hit,12,checkout,1,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,7.25
4476,811f78a5,0,searched products,214,lead,1,10.0,8.0,4.0,0.0,189.0,1.0,130.0,214.0,9.0,204.0,86.0,85.5
4477,8142b74b,0,viewed product,5,checkout,1,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.2
4478,73827ee1,1,ad campaign hit,1,ad campaign hit,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4479,8d3ef05a,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4480,e76c6d1f,0,viewed product,11,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,3.0,4.25
4481,799d39ed,0,ad campaign hit,5,checkout,1,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,3.6
4482,3be53d34,0,viewed product,3,ad campaign hit,1,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,1.5714285714285714
4483,50e32285,0,ad campaign hit,4,checkout,1,4.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,1.0,3.0
4484,7c44e5cd,0,searched products,19,ad campaign hit,1,1.0,0.0,2.0,1.0,3.0,0.0,0.0,19.0,0.0,11.0,2.0,5.571428571428571
4485,65fa8940,0,viewed product,24,generic listing,1,0.0,0.0,2.0,0.0,1.0,0.0,1.0,9.0,0.0,24.0,1.0,6.333333333333333
4486,4207e706,0,ad campaign hit,1,ad campaign hit,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
4487,e808b1d2,0,viewed product,4,visited site,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0
4488,be646cc9,0,visited site,6,brand listing,1,3.0,1.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,6.0,2.5555555555555554
4489,24410f1b,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4490,19ee2d59,0,viewed product,3,brand listing,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.6666666666666667
4491,60559704,0,brand listing,6,generic listing,1,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.2
4492,f910f6e8,0,viewed product,10,checkout,1,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0
4493,4d247db7,0,viewed product,10,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,2.5
4494,419bfeb0,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4495,0edb27ef,0,viewed product,20,ad campaign hit,2,2.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,20.0,2.0,5.5
4496,f2eca598,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5
4497,14a69de7,0,search engine hit,1,search engine hit,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
4498,f7600c5e,0,ad campaign hit,1,ad campaign hit,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
4499,d8d243b9,0,viewed product,7,visited site,1,3.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,7.0,1.0,3.1666666666666665
4500,aecd6ca4,0,viewed product,4,brand listing,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0
4501,034ec132,0,ad campaign hit,5,brand listing,1,5.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,2.5714285714285716
4502,c450a0c7,0,ad campaign hit,2,checkout,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.5
4503,fbf4371c,0,viewed product,3,ad campaign hit,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.3333333333333333
4504,2b7e9e3e,0,viewed product,36,brand listing,1,2.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,36.0,3.0,7.0
4505,09c4c6e5,0,viewed product,19,generic listing,1,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,19.0,2.0,3.875
4506,9e6fadb5,0,checkout,1,checkout,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4507,5833e75a,0,viewed product,23,checkout,1,3.0,0.0,1.0,0.0,2.0,0.0,0.0,19.0,0.0,23.0,8.0,9.333333333333334
4508,aac1b3a4,0,viewed product,10,brand listing,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,2.0,4.0
